millis|gX|gY|gZ|aX|aY|aZ|UVIndex
8511509|-3.18|3.05|1.01|1.17|0.09|0.01|2.98
8516525|0.18|3.55|0.71|1.14|0.09|0.01|2.74
8521540|-3.50|3.95|0.79|1.16|0.09|0.00|2.64
8526556|-5.53|3.01|3.99|1.15|0.09|0.01|2.88
8531571|-4.14|6.53|-0.53|1.15|0.09|0.00|13.39
8536587|-2.09|1.72|1.62|1.13|0.09|0.01|25.95
8541602|-1.93|3.08|2.02|1.16|0.10|0.00|23.75
8546619|-3.78|6.31|3.74|1.11|0.09|0.00|15.40
8551634|-19.26|4.40|-2.31|1.18|0.09|0.01|2.74
8556650|-18.06|3.02|1.53|1.10|0.09|0.01|2.69
8561666|-12.23|4.67|-0.21|1.16|0.10|0.00|18.13
8566681|-2.63|1.89|0.22|1.13|0.09|0.01|22.97
8571697|10.87|4.35|0.73|1.15|0.09|0.00|23.46
8576712|15.63|8.81|2.27|1.16|0.10|0.00|28.74
8581728|19.35|5.36|3.07|1.12|0.09|0.01|9.29
8586743|27.98|5.46|4.41|1.15|0.09|0.00|2.79
8591759|28.16|4.39|2.18|1.15|0.09|0.01|6.45
8596774|29.10|8.69|1.64|1.15|0.09|0.00|15.40
8601789|23.81|4.93|5.18|1.12|0.09|0.01|2.64
8606807|22.94|3.85|-0.74|1.18|0.09|0.00|2.79
8611822|25.10|7.30|3.72|1.14|0.09|0.01|31.09
8616838|23.02|2.89|3.11|1.14|0.09|0.01|3.62
8621852|18.69|6.91|0.89|1.16|0.09|0.00|2.69
8626868|14.30|2.57|3.45|1.12|0.09|0.01|2.74
8631883|6.32|5.21|1.29|1.16|0.09|0.01|13.25
8636899|6.01|3.76|-1.02|1.14|0.09|0.01|15.93
8641914|0.03|3.06|3.69|1.15|0.09|0.01|23.31
8646930|2.17|4.79|0.88|1.11|0.09|0.00|18.82
8651945|-5.94|4.95|-0.71|1.17|0.09|0.01|4.06
8656961|-0.44|5.07|2.45|1.16|0.09|0.00|2.44
8661978|4.47|3.10|0.80|1.10|0.09|-0.00|2.69
8666993|8.82|5.63|2.06|1.17|0.09|0.00|2.39
8672009|9.56|2.94|2.07|1.11|0.09|0.00|2.69
8677024|-1.45|2.69|1.69|1.17|0.09|0.01|2.59
8682040|-1.30|2.50|1.60|1.14|0.09|0.01|2.44
8687055|0.66|2.78|0.67|1.13|0.09|-0.00|2.35
8692071|7.67|7.19|2.66|1.17|0.10|0.01|2.49
8697085|11.89|4.58|1.88|1.09|0.09|0.00|2.54
8702101|4.36|3.37|1.84|1.18|0.09|0.00|3.08
8707117|3.69|4.68|-0.36|1.12|0.09|0.01|2.98
8712132|-1.51|4.32|2.05|1.13|0.09|-0.00|2.44
8717149|0.72|2.33|0.24|1.17|0.09|0.01|2.39
8722164|3.08|5.50|2.14|1.13|0.09|0.00|2.49
8727180|5.76|4.26|1.73|1.16|0.09|0.01|2.54
8732195|10.39|0.14|1.97|1.17|0.09|0.01|2.49
8737211|11.77|6.30|0.94|1.11|0.09|-0.00|2.98
8742226|11.90|3.02|2.52|1.17|0.10|0.01|19.70
8747242|13.98|6.63|4.21|1.15|0.09|0.00|31.09
8752258|25.18|2.71|4.82|1.17|0.09|0.01|7.09
8757273|24.76|5.18|4.62|1.14|0.09|0.01|2.39
8762289|30.27|5.98|6.11|1.15|0.09|0.00|17.79
8767304|31.60|6.54|5.83|1.15|0.09|0.01|7.23
8772320|31.38|3.89|3.91|1.15|0.09|0.01|2.54
8777336|29.29|4.79|3.05|1.13|0.09|0.00|23.02
8782352|29.77|4.24|3.88|1.17|0.09|0.01|3.18
8787367|28.76|5.95|5.02|1.12|0.09|0.00|2.64
8792383|21.65|3.56|5.27|1.17|0.10|0.00|23.17
8797399|16.66|5.62|3.91|1.11|0.09|0.00|3.57
8802413|7.89|1.48|1.89|1.16|0.09|0.00|2.69
8807429|9.02|5.21|1.15|1.12|0.09|0.01|2.83
8812444|3.94|3.43|2.16|1.17|0.09|0.00|2.39
8817460|8.17|4.02|2.31|1.11|0.09|0.00|2.25
8822475|13.37|2.99|0.18|1.16|0.10|0.00|2.88
8827491|11.12|7.38|3.16|1.12|0.09|0.00|2.69
8832507|14.03|1.98|2.66|1.17|0.09|0.01|15.69
8837523|13.42|4.37|0.76|1.13|0.09|0.00|27.96
8842539|8.81|2.77|1.36|1.16|0.09|0.00|20.48
8847554|10.88|7.35|2.24|1.12|0.09|0.00|9.38
8852570|20.92|2.85|3.43|1.17|0.09|0.01|3.13
8857585|20.85|4.85|4.95|1.15|0.09|0.01|2.25
8862601|25.13|3.11|5.12|1.16|0.09|0.01|17.79
8867616|23.70|2.34|5.56|1.15|0.09|0.01|11.68
8872632|25.79|2.50|2.15|1.16|0.09|0.01|2.59
8877647|26.24|6.83|5.40|1.16|0.09|0.02|9.14
8882663|29.89|1.98|3.23|1.11|0.09|0.01|16.72
8887680|24.35|4.02|0.17|1.15|0.09|0.00|2.83
8892695|23.89|3.37|2.73|1.13|0.09|0.00|10.31
8897711|23.25|2.48|0.98|1.16|0.09|0.00|19.11
8902726|25.70|1.98|0.06|1.13|0.09|0.01|2.98
8907742|23.08|4.92|-1.66|1.16|0.09|0.01|2.49
8912757|22.73|3.47|2.93|1.14|0.09|0.00|24.34
8917773|26.37|2.62|-3.45|1.17|0.09|0.01|4.84
8922788|30.83|8.41|0.20|1.15|0.09|0.01|2.59
8927803|24.39|3.40|5.13|1.14|0.09|0.01|24.49
8932818|18.07|3.53|-0.80|1.16|0.09|0.01|5.72
8937834|14.98|6.14|5.38|1.11|0.09|0.00|2.49
8942850|8.09|2.82|-2.27|1.18|0.09|0.00|3.08
8947866|8.20|4.69|5.02|1.11|0.09|0.01|2.69
8952882|14.05|4.37|0.74|1.16|0.10|0.01|2.20
8957897|15.78|3.45|5.30|1.14|0.09|0.00|6.94
8962913|15.26|2.78|-0.56|1.15|0.09|0.01|26.49
8967928|12.18|3.95|4.30|1.13|0.09|0.01|16.37
8972944|6.87|5.41|-0.14|1.15|0.09|-0.00|4.15
8977959|7.64|1.91|3.11|1.13|0.09|0.01|3.23
8982975|10.34|4.08|0.39|1.16|0.09|0.00|2.59
8987991|11.21|7.07|0.92|1.14|0.09|0.00|2.69
8993006|9.57|4.79|3.01|1.14|0.09|0.00|2.54
8998022|6.21|0.50|4.24|1.16|0.09|0.00|2.39
9003038|2.26|5.60|0.15|1.15|0.09|0.01|2.74
9008054|0.43|5.58|1.69|1.12|0.09|-0.00|2.83
9013069|-8.08|0.37|-0.68|1.17|0.09|0.01|2.74
9018085|-9.24|4.31|4.31|1.12|0.09|0.00|2.93
9023100|-11.78|4.18|0.38|1.16|0.09|0.01|20.72
9028116|-9.85|5.63|1.85|1.10|0.09|0.01|22.63
9033132|0.27|4.53|-0.06|1.16|0.09|0.01|2.83
9038147|1.15|2.63|0.89|1.10|0.09|0.00|2.49
9043162|-5.77|2.79|0.99|1.16|0.09|0.01|2.64
9048177|-4.18|1.63|1.96|1.14|0.09|0.01|2.49
9053193|-0.94|7.05|3.30|1.15|0.09|0.01|2.49
9058209|5.10|2.75|0.76|1.15|0.09|0.00|2.74
9063225|6.56|1.82|-0.24|1.13|0.09|0.01|2.88
9068240|9.68|7.66|1.81|1.17|0.09|0.01|2.49
9073256|10.86|5.25|3.28|1.12|0.09|0.00|2.54
9078272|6.17|1.14|2.69|1.16|0.09|0.00|2.30
9083287|7.41|4.53|-1.23|1.12|0.09|0.00|2.39
9088303|-0.68|5.12|3.06|1.17|0.09|0.00|2.39
9093318|-2.03|2.69|-0.29|1.13|0.09|0.00|2.49
9098334|-0.75|3.57|1.15|1.16|0.09|0.00|2.74
9103349|-1.03|3.53|3.52|1.13|0.09|0.00|2.59
9108365|2.44|4.74|-0.16|1.15|0.09|0.00|2.54
9113380|1.27|2.56|0.47|1.13|0.09|0.00|2.59
9118397|-5.91|2.31|2.79|1.15|0.09|0.01|2.64
9123412|-12.20|3.85|2.02|1.14|0.09|0.01|15.74
9128428|-16.71|3.98|1.40|1.14|0.09|0.01|20.23
9133444|-15.50|3.92|-0.81|1.13|0.09|0.01|2.44
9138459|-17.11|0.82|-0.02|1.16|0.09|0.00|2.88
9143475|-15.65|4.60|0.80|1.13|0.09|0.01|26.34
9148490|-7.81|1.56|-0.82|1.14|0.09|0.01|4.79
9153506|-4.11|4.27|2.40|1.15|0.09|0.01|2.39
9158521|-3.47|1.96|2.76|1.14|0.09|0.01|2.35
9163536|-2.31|6.34|1.09|1.16|0.09|0.01|2.74
9168551|4.02|2.71|1.31|1.13|0.09|0.00|2.69
9173569|5.52|3.58|1.09|1.15|0.09|-0.00|2.74
9178584|2.60|5.81|0.93|1.12|0.09|0.00|2.59
9183599|1.85|1.95|2.43|1.16|0.10|0.01|2.69
9188627|2.18|0.92|1.55|1.12|0.09|0.00|2.74
9193643|0.95|8.26|0.95|1.15|0.09|0.00|2.74
9198658|-0.79|3.26|1.86|1.15|0.09|0.00|3.03
9203674|0.50|0.08|-1.02|1.13|0.09|0.00|3.71
9208689|5.46|8.18|3.67|1.16|0.09|0.01|3.96
9213705|7.33|0.84|0.04|1.13|0.09|0.00|3.67
9218720|7.59|4.09|1.70|1.13|0.09|0.01|2.88
9223736|8.25|8.90|0.65|1.13|0.09|0.01|2.64
9228755|2.76|-1.39|3.64|1.16|0.09|0.01|2.69
9233771|1.40|3.20|2.37|1.12|0.09|0.00|2.54
9238787|-0.08|9.28|-0.10|1.16|0.10|0.01|2.83
9243802|-0.85|2.03|1.21|1.11|0.09|0.00|3.03
9248818|1.37|3.24|0.79|1.15|0.09|0.01|4.11
9253833|3.38|3.63|1.51|1.10|0.09|0.01|8.21
9258849|8.95|3.44|0.96|1.18|0.10|0.00|4.20
9263864|9.73|4.75|1.80|1.12|0.09|0.01|2.93
9268879|8.09|3.92|1.66|1.17|0.09|0.01|2.74
9273894|7.24|4.27|1.53|1.13|0.09|0.00|2.79
9278910|0.92|4.12|1.20|1.16|0.10|0.01|2.49
9283926|-0.40|1.93|2.47|1.14|0.09|0.00|2.54
9288942|-2.68|4.61|1.50|1.16|0.09|0.01|2.74
9293958|-3.71|6.94|1.98|1.15|0.09|0.01|4.01
9298973|1.56|2.47|-1.25|1.16|0.09|-0.00|9.24
9303989|2.44|4.15|3.39|1.11|0.09|0.00|13.88
9309004|4.95|5.40|1.44|1.17|0.09|0.00|19.99
9314020|5.01|2.16|0.23|1.12|0.09|0.00|14.96
9319035|7.83|3.86|3.13|1.17|0.09|0.00|9.73
9324051|9.44|3.97|0.14|1.13|0.09|0.00|3.76
9329067|9.41|4.37|2.96|1.16|0.09|0.01|2.88
9334081|12.63|4.29|1.23|1.12|0.09|0.00|2.88
9339097|18.44|3.99|2.95|1.15|0.09|0.01|2.49
9344114|17.06|3.55|1.51|1.15|0.09|0.01|2.98
9349130|13.22|4.21|1.46|1.13|0.09|0.01|24.00
9354145|14.99|4.24|2.45|1.14|0.09|0.01|24.19
9359161|15.18|4.75|2.34|1.15|0.09|0.01|4.99
9364176|13.47|2.26|2.85|1.13|0.09|0.01|2.59
9369191|9.59|5.14|0.53|1.16|0.09|0.01|2.83
9374206|6.66|2.69|2.40|1.13|0.10|0.00|2.69
9379222|7.63|3.68|1.02|1.15|0.10|0.01|2.39
9384238|6.05|2.96|0.57|1.13|0.09|0.01|2.35
9389253|6.13|7.15|3.65|1.15|0.10|0.00|2.25
9394269|6.53|3.47|-0.16|1.15|0.09|0.01|2.54
9399284|4.92|1.02|2.84|1.14|0.09|0.01|2.39
9404301|4.87|7.57|0.78|1.17|0.09|0.00|2.88
9409316|3.95|4.05|0.73|1.14|0.09|0.01|2.98
9414332|0.44|2.21|2.50|1.16|0.09|0.01|2.79
9419347|1.30|4.24|0.69|1.13|0.09|0.00|2.49
9424363|-1.57|3.95|1.18|1.15|0.10|0.01|2.20
9429379|-5.67|1.92|0.20|1.13|0.09|0.01|2.39
9434394|-12.17|2.45|2.20|1.15|0.09|0.01|2.59
9439410|-12.56|2.05|0.56|1.13|0.09|0.00|9.34
9444425|-14.21|2.43|2.82|1.14|0.09|0.01|24.73
9449441|-13.81|4.24|0.21|1.14|0.09|0.01|2.83
9454456|-13.18|1.35|1.70|1.14|0.09|0.01|2.44
9459473|-16.56|4.23|1.44|1.15|0.09|0.01|6.79
9464488|-14.40|2.18|0.50|1.12|0.09|0.00|24.44
9469504|-11.79|4.05|3.11|1.16|0.09|0.01|2.64
9474520|-11.56|5.36|-1.13|1.13|0.09|0.01|2.59
9479535|-10.62|2.02|0.60|1.14|0.09|0.01|4.01
9484551|-8.42|5.21|-2.18|1.14|0.09|0.01|23.36
9489566|-7.64|-1.92|2.36|1.16|0.09|0.01|18.48
9494582|-6.67|5.63|2.14|1.14|0.09|0.01|2.79
9499597|-7.66|3.00|3.08|1.13|0.09|-0.00|2.05
9504613|-3.29|6.94|-1.26|1.16|0.09|0.01|2.98
9509628|-1.29|0.18|2.95|1.13|0.10|0.00|2.59
9514645|2.63|5.39|-0.05|1.16|0.09|0.00|2.93
9519661|3.73|5.79|2.95|1.12|0.09|0.00|3.37
9524676|2.36|0.27|0.35|1.15|0.09|0.01|3.32
9529692|4.27|7.35|0.57|1.15|0.09|0.00|3.57
9534707|3.41|1.90|3.98|1.13|0.09|0.01|3.47
9539723|2.21|3.31|-0.11|1.15|0.09|0.01|3.57
9544737|1.57|5.50|2.90|1.14|0.09|0.00|4.15
9549753|-1.49|2.70|-0.61|1.14|0.10|0.00|10.12
9554768|-2.34|5.67|1.69|1.14|0.09|0.00|20.14
9559784|0.08|0.53|0.99|1.14|0.10|0.00|27.22
9564800|2.27|5.80|0.87|1.16|0.10|0.00|24.54
9569815|1.64|3.97|4.50|1.14|0.10|0.01|28.25
9574832|7.10|2.41|-1.07|1.16|0.10|0.01|21.90
9579847|6.92|4.86|1.55|1.13|0.09|0.00|22.78
9584863|11.48|5.06|3.24|1.15|0.09|0.01|26.78
9589878|13.05|1.53|1.42|1.13|0.09|0.00|13.54
9594894|14.06|4.79|0.59|1.14|0.10|0.00|3.18
9599909|15.12|3.57|1.00|1.14|0.09|0.00|2.79
9604925|16.12|5.82|0.91|1.12|0.09|0.00|2.54
9609940|13.66|3.43|3.88|1.16|0.09|0.01|2.69
9614956|15.09|3.15|0.60|1.13|0.09|-0.00|20.38
9619972|11.78|3.94|1.60|1.15|0.09|0.01|25.90
9624987|12.32|5.47|-0.72|1.12|0.09|0.00|13.83
9630004|14.77|4.70|5.32|1.15|0.09|0.00|3.32
9635019|15.60|3.48|-0.09|1.15|0.09|0.01|2.64
9640035|12.68|3.80|3.91|1.13|0.09|0.00|2.20
9645050|15.37|3.68|-0.76|1.15|0.09|0.01|2.64
9650066|12.19|6.73|3.43|1.15|0.09|0.00|16.72
9655081|11.17|2.62|2.77|1.13|0.10|0.01|28.84
9660097|11.98|2.80|1.68|1.16|0.10|0.00|22.24
9665113|12.44|4.41|-0.37|1.13|0.09|0.01|4.79
9670128|14.02|5.75|3.71|1.15|0.09|0.01|2.74
9675144|13.33|2.26|3.44|1.15|0.09|0.00|2.59
9680159|13.39|3.15|-0.45|1.13|0.09|0.00|2.59
9685176|15.55|4.64|0.47|1.15|0.09|0.00|2.74
9690191|15.30|6.85|2.21|1.13|0.10|0.00|20.87
9695207|11.57|3.50|4.72|1.16|0.09|0.01|26.83
9700222|9.73|2.39|-0.22|1.12|0.09|0.00|11.53
9705238|10.40|4.61|1.08|1.15|0.09|0.00|3.62
9710254|9.15|6.95|2.85|1.15|0.09|-0.00|2.64
9715269|8.14|-0.44|2.87|1.14|0.09|0.01|2.49
9720285|7.31|5.85|-0.31|1.16|0.09|0.00|2.69
9725300|6.11|4.89|0.96|1.11|0.10|0.01|2.88
9730316|2.50|1.25|4.08|1.16|0.09|0.01|2.20
9735331|2.24|7.05|-2.04|1.13|0.09|0.00|2.44
9740347|-2.32|1.56|2.17|1.14|0.10|0.00|2.69
9745361|-3.24|0.57|1.90|1.14|0.09|0.01|2.64
9750377|-3.14|8.59|4.21|1.15|0.09|0.01|3.27
9755393|-0.27|2.27|-1.88|1.15|0.09|0.01|5.33
9760408|1.50|2.31|0.96|1.12|0.10|0.01|6.26
9765424|6.36|6.40|5.05|1.15|0.10|0.00|18.96
9770439|8.96|-0.27|-2.79|1.14|0.09|0.00|5.03
9775455|9.95|7.30|3.68|1.14|0.09|0.00|3.37
9780470|10.82|5.52|0.00|1.14|0.09|0.01|2.74
9785485|5.63|-0.44|6.56|1.16|0.09|0.01|2.20
9790500|2.76|7.73|-1.51|1.17|0.10|0.01|2.69
9795516|1.56|2.54|0.31|1.11|0.09|0.01|2.98
9800534|-3.02|0.58|3.24|1.16|0.09|0.01|2.49
9805549|-3.34|9.62|2.31|1.14|0.10|0.00|3.23
9810565|0.68|1.12|-2.33|1.14|0.09|0.01|6.94
9815580|2.03|1.55|1.36|1.14|0.09|0.01|9.97
9820596|3.31|8.58|5.79|1.16|0.09|0.01|19.84
9825611|6.95|-0.26|-2.42|1.17|0.10|0.01|7.18
9830627|6.24|5.08|3.95|1.13|0.09|0.00|4.59
9835642|9.85|6.69|0.69|1.14|0.09|0.00|3.62
9840658|8.96|-0.84|4.91|1.14|0.09|0.01|2.59
9845673|5.43|8.08|-2.00|1.14|0.09|0.00|2.54
9850689|2.63|2.66|0.84|1.15|0.09|0.01|2.79
9855706|0.21|0.40|5.08|1.16|0.09|0.00|2.15
9860721|-2.21|9.50|0.34|1.16|0.09|0.00|2.69
9865737|-2.38|0.18|-0.82|1.12|0.09|0.01|3.91
9870752|1.32|2.81|2.18|1.13|0.09|0.01|10.22
9875768|2.47|7.13|4.75|1.15|0.09|0.01|21.55
9880784|8.09|-0.50|-1.95|1.15|0.09|0.01|10.90
9885800|8.67|7.18|3.21|1.15|0.09|0.00|5.13
9890816|10.02|4.03|1.50|1.13|0.09|0.01|3.27
9895831|6.89|1.69|3.67|1.13|0.09|0.01|2.39
9900847|5.89|6.81|-1.97|1.15|0.09|0.00|2.69
9905862|3.62|1.76|4.16|1.14|0.09|0.01|2.44
9910878|6.22|4.37|1.35|1.14|0.09|0.00|2.44
9915894|6.64|5.01|0.12|1.15|0.09|0.01|2.88
9920910|5.65|2.97|5.11|1.14|0.09|0.00|2.44
9925925|7.06|3.99|-1.55|1.15|0.09|0.00|2.59
9930941|8.07|3.85|2.18|1.14|0.10|0.00|2.69
9935956|9.20|6.38|3.02|1.13|0.09|0.00|2.10
9940972|7.55|0.58|0.87|1.16|0.09|0.01|2.49
9945988|4.28|7.67|1.47|1.15|0.09|0.00|2.64
9951003|4.46|2.18|1.50|1.13|0.09|0.00|2.69
9956019|5.06|2.31|1.78|1.14|0.09|0.01|2.83
9961034|7.00|7.11|0.40|1.15|0.10|0.01|3.42
9966050|7.33|1.50|3.46|1.15|0.09|0.01|13.15
9971066|7.62|4.80|0.54|1.12|0.09|-0.00|22.87
9976082|3.11|4.30|1.05|1.14|0.09|0.01|20.48
9981097|0.80|2.16|3.96|1.15|0.09|0.01|23.85
9986113|1.44|6.16|-1.48|1.13|0.09|0.01|14.13
9991129|3.60|2.63|2.76|1.15|0.09|0.01|11.88
9996145|5.89|3.16|1.58|1.13|0.09|0.01|17.60
10001161|4.15|5.64|-0.01|1.14|0.09|0.01|13.54
10006176|2.05|1.71|4.09|1.15|0.09|0.00|16.96
10011192|2.55|4.79|-1.04|1.15|0.10|-0.00|11.44
10016207|2.59|4.52|2.11|1.14|0.09|0.01|7.67
10021223|1.23|2.12|1.92|1.13|0.09|0.00|7.18
10026238|4.27|6.11|0.26|1.14|0.09|0.01|2.93
10031255|4.81|2.83|3.68|1.14|0.10|-0.00|3.27
10036271|4.40|3.20|0.50|1.12|0.10|-0.00|3.91
10041286|3.50|5.96|0.85|1.14|0.09|0.00|3.37
10046303|3.54|1.31|2.83|1.15|0.09|0.00|3.91
10051318|3.60|5.55|0.00|1.14|0.10|0.00|3.32
10056334|3.46|4.00|2.67|1.13|0.10|0.00|3.23
10061349|4.71|2.32|1.31|1.14|0.10|0.01|3.71
10066365|2.15|5.80|0.79|1.15|0.09|0.00|3.18
10071380|0.14|2.04|1.89|1.15|0.09|0.00|2.64
10076396|0.31|4.47|0.47|1.13|0.10|0.01|2.35
10081412|1.87|4.23|3.58|1.14|0.09|-0.00|2.20
10086428|4.57|2.97|0.27|1.15|0.09|0.01|2.30
10091444|5.24|5.07|1.29|1.13|0.10|0.01|2.49
10096459|4.49|2.91|3.01|1.13|0.09|0.01|2.15
10101475|3.76|3.46|-0.54|1.15|0.09|0.01|2.35
10106490|1.24|5.04|3.26|1.14|0.10|0.00|2.25
10111506|0.89|2.31|0.76|1.14|0.09|0.01|2.25
10116521|-1.04|5.21|1.00|1.14|0.10|0.01|2.59
10121537|-1.89|2.10|1.83|1.13|0.09|0.01|2.44
10126554|-0.20|4.85|0.49|1.13|0.09|0.01|2.74
10131575|-0.43|3.47|2.28|1.13|0.09|0.00|2.54
10136591|-2.14|3.60|-0.15|1.14|0.09|0.00|2.69
10141612|-2.31|4.16|2.61|1.13|0.09|0.00|4.20
10146627|0.19|3.41|0.47|1.14|0.09|0.00|14.22
10151643|-1.32|4.47|2.34|1.15|0.09|0.00|21.51
10156658|-0.73|3.01|0.91|1.13|0.09|0.01|26.39
10161675|0.50|5.03|1.38|1.13|0.09|0.01|24.44
10166690|1.15|2.90|1.67|1.15|0.09|0.01|22.87
10171706|2.56|4.38|1.06|1.14|0.10|0.00|16.67
10176721|2.26|3.47|1.55|1.13|0.09|0.00|14.47
10181737|3.37|3.24|0.93|1.14|0.09|0.01|11.53
10186753|4.05|4.21|1.54|1.14|0.09|0.00|10.56
10191768|4.45|3.72|1.50|1.14|0.09|0.00|12.71
10196786|3.40|3.95|1.31|1.13|0.09|0.00|13.05
10201801|3.60|4.37|1.63|1.14|0.09|0.00|12.07
10206817|4.80|3.53|1.37|1.14|0.10|0.01|12.22
10211832|6.02|4.27|1.66|1.14|0.09|0.00|14.47
10216848|5.66|3.74|2.11|1.14|0.09|0.01|19.26
10221863|4.24|3.60|1.59|1.14|0.09|0.00|20.92
10226879|3.81|4.11|1.49|1.14|0.09|0.00|20.82
10231895|5.02|3.73|1.47|1.14|0.10|0.01|21.26
10236910|6.68|3.91|1.47|1.14|0.09|0.00|23.51
10241926|7.37|3.97|1.66|1.14|0.10|0.00|25.51
10246941|6.37|3.84|1.48|1.14|0.09|0.01|25.61
10251958|5.59|4.23|1.66|1.14|0.09|0.00|23.46
10256973|4.83|3.96|1.67|1.14|0.09|0.00|21.85
10261989|3.86|3.82|1.82|1.14|0.09|0.00|21.07
10267004|3.23|4.07|1.14|1.14|0.09|0.00|21.07
10272020|3.55|3.50|1.41|1.14|0.09|0.01|22.09
10277036|4.76|3.89|1.44|1.14|0.09|0.00|22.04
10282051|6.81|4.20|1.62|1.14|0.09|0.00|19.60
10287067|8.24|3.60|1.69|1.14|0.09|0.00|12.27
10292082|8.50|4.15|1.37|1.14|0.09|0.00|4.11
10297098|6.64|4.01|3.10|0.15|0.07|-0.04|3.03
10302113|-66.81|-74.73|18.46|0.13|0.04|-0.13|2.98
10307130|-51.35|83.98|-49.77|0.40|0.14|0.17|10.17
10312145|-18.92|76.99|34.07|1.57|0.09|0.03|3.03
10317162|-8.25|13.83|-14.73|1.16|-0.04|-0.26|12.56
10322178|-170.72|35.18|43.76|1.25|0.00|-0.11|3.96
10327193|10.98|-25.33|69.85|1.44|0.16|-0.16|8.75
10332209|58.81|18.84|40.00|1.66|-0.02|-0.19|21.07
10337224|-72.98|23.63|-59.21|0.73|0.12|0.15|11.39
10342240|176.85|-16.51|16.62|1.26|0.05|0.25|5.72
10347256|-208.25|-3.39|35.92|1.32|0.09|0.06|17.25
10352272|-250.14|40.19|29.15|1.39|-0.20|0.01|10.85
10357288|-250.14|71.18|42.15|1.65|-0.25|0.24|9.34
10362305|-250.14|25.61|46.81|1.55|-0.37|0.38|12.76
10367321|-250.14|-48.63|-26.37|1.53|-0.18|0.60|14.08
10372336|-250.14|-33.41|25.31|1.72|-0.35|0.73|10.46
10377352|-250.14|-78.50|-1.23|1.67|-0.35|0.79|8.60
10382368|-250.14|67.61|61.96|1.95|-0.31|0.83|8.70
10387384|-250.14|-48.51|23.96|1.61|-0.28|0.88|11.14
10392399|-250.14|46.73|-21.79|1.23|-0.32|0.89|13.54
10397415|-250.14|37.14|-7.18|1.60|-0.46|0.67|11.97
10402432|-250.14|-2.73|-34.87|1.46|-0.39|1.10|14.37
10407448|-250.14|-31.32|-7.28|1.38|-0.39|1.04|6.50
10412464|-250.14|36.27|-10.10|1.31|-0.32|0.86|11.34
10417480|-250.14|-29.47|-39.85|1.34|-0.57|0.64|12.02
10422496|-250.14|-53.12|30.68|1.70|-0.35|1.15|12.90
10427511|-250.14|44.61|-53.12|1.28|-0.27|0.75|10.51
10432528|-250.14|-15.71|23.38|1.51|-0.41|1.06|16.13
10437543|-250.14|-49.02|10.22|1.55|-0.28|0.83|14.61
10442559|-250.14|-53.33|-21.75|1.48|-0.31|0.66|12.27
10447575|-250.14|77.33|-63.34|1.33|-0.03|0.50|13.59
10452591|-250.14|-25.26|27.92|1.81|-0.27|0.90|8.90
10457608|-250.14|22.55|22.51|1.54|-0.29|0.80|12.51
10462623|-250.14|64.67|18.05|1.40|-0.20|0.73|15.74
10467640|-250.14|59.98|-6.73|1.24|-0.16|0.69|16.62
10472655|-250.14|11.44|9.64|1.33|-0.25|0.69|15.59
10477671|-250.14|5.31|-51.24|1.33|-0.32|0.50|9.24
10482686|-250.14|-11.15|58.40|1.58|-0.36|0.90|16.32
10487703|-250.14|-9.73|21.47|1.34|-0.21|0.75|9.24
10492719|-250.14|-72.57|8.66|1.05|-0.17|0.62|9.97
10497734|-250.14|-54.69|-10.65|1.15|-0.36|0.34|6.40
10502750|-250.14|26.18|-7.94|1.51|-0.10|0.52|10.26
10507767|-250.14|14.44|31.97|1.46|-0.26|0.61|15.84
10512783|-250.14|26.43|24.11|1.52|-0.09|0.56|15.10
10517798|-250.14|46.66|32.21|1.50|-0.05|0.48|9.82
10522814|-250.14|-48.81|33.96|1.60|-0.15|0.53|14.37
10527831|-250.14|86.29|-152.27|1.02|-0.01|0.26|10.31
10532846|-250.14|-37.69|-10.95|1.48|-0.24|0.29|8.21
10537862|-250.14|-19.47|37.34|1.56|-0.21|0.79|13.10
10542877|-250.14|6.09|39.48|1.46|-0.29|0.69|17.84
10547894|-250.14|11.70|18.46|1.40|-0.01|0.49|17.84
10552909|-250.14|-6.86|9.21|1.29|-0.17|0.62|13.29
10557926|-250.14|-13.09|-27.93|1.34|-0.32|0.11|11.73
10562942|-250.14|29.28|19.45|1.45|-0.04|0.37|16.52
10567958|-250.14|-49.89|-7.03|1.55|-0.13|0.35|9.58
10572974|-250.14|40.22|30.48|1.59|-0.07|0.47|11.24
10577989|-250.14|32.86|-47.49|1.44|-0.12|0.29|10.75
10583006|-250.14|-38.18|-9.36|1.64|-0.08|0.53|15.44
10588021|-250.14|-5.08|43.19|1.56|-0.27|0.77|17.40
10593037|-250.14|56.24|56.82|1.51|-0.02|0.49|15.88
10598052|-250.14|-36.08|-42.27|1.42|-0.25|0.14|11.49
10603070|-250.14|48.61|9.75|1.24|0.04|0.36|18.18
10608086|-250.14|-13.26|54.16|1.80|-0.08|0.73|11.39
10613101|-250.14|-54.27|-18.25|1.50|-0.18|0.26|7.67
10618118|-250.14|52.57|-0.85|1.52|0.02|0.36|11.05
10623133|-250.14|-49.86|-18.68|1.37|-0.10|0.45|11.88
10628149|-250.14|50.76|-22.56|1.20|-0.09|0.30|10.85
10633164|-250.14|10.32|46.99|1.53|-0.16|0.73|16.62
10638181|-250.14|-48.26|24.43|1.50|-0.12|0.58|13.44
